Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,Name_of_Spouse_Spouse,Sex,Profession
Amity Shlaes,,,,,,,,,,,,,,,,,,,,F,musician
Tiffany Shlain,1970-04-08,US,,,Kenneth Yigael Goldberg,,,1.0,,2,,1961-01-01,"Ibadan, Nigeria",,,1.0,,,Tiffany Shlain,F,musician
Larissa Shmailo,,,,,,,,,,,,,,,,,,,,F,musician
Margot Beahan Shnayerson,1981-06-20,"New York City, U.S.",,,,,,,,,,,,,,,,,,F,musician
Marci Shore,1972-01-01,"Allentown, Pennsylvania, U.S.",,,Timothy David Snyder,2005-01-01,,1.0,0.0,2,0.0,1969-08-18,"Ohio, U.S.",,,1.0,0.0,2,Marci Shore ​,F,musician
Laura Shovan,,,,,,,,,,,,,,,,,,,,F,musician
Gena Showalter,,,,,,,,,,,,,,,,,,,,F,musician
Anita Shreve,,,,,,,,,,,,,,,,,,,,F,musician
Susan Shreve,,,,,,,,,,,,,,,,,,,,F,musician
Lionel Shriver,,,,,,,,,,,,,,,,,,,,F,musician
Maria Shriver,,,,,,,,,,,,,,,,,,,,F,musician
Kim Shuck,,,,,,,,,,,,,,,,,,,,F,musician
Ann Shulgin,,,,,,,,,,,,,,,,,,,,F,musician
Denise Shull,1959-09-17,"Akron, Ohio, U.S.",,,,,,,,,,,,,,,,,,F,musician
Megan Shull,,,,,,,,,,,,,,,,,,,,F,musician
Alix Kates Shulman,,,,,,,,,,,,,,,,,,,,F,musician
Martha Rose Shulman,,,,,,,,,,,,,,,,,,,,F,musician
Susan Shwartz,1949-12-31,,,,,,,,,,,,,,,,,,,F,musician
Anne Rivers Siddons,,,,,,,,,,,,,,,,,,,,F,musician
Joyce Sidman,,,,,,,,,,,,,,,,,,,,F,musician
Aranka Siegal,,,,,,,,,,,,,,,,,,,,F,musician
Ida Justine Siegal[1],1977-11-05,"New York City, New York, United States",,,,,,,,,,,,,,,,,,F,musician
Kathy Sierra,1957-01-01,California,,,,,,,,,,,,,,,,,,F,musician
Martha Goldman Sigall,1917-04-17,"Buffalo, New York, U.S.",2014-12-13,"Los Angeles, California, U.S.",Sol Sigall,,,1.0,,,,,,,,,,,,F,musician
Alexandra Michelle Silber[citation needed],2022-01-01,"Los Angeles, California, U.S.",,,,,,,,,,,,,,,,,,F,musician
Joan Silber,,,,,,,,,,,,,,,,,,,,F,musician
Allison Silberberg,,,,,,,,,,,,,,,,,,,,F,musician
Katie Silberman,,,,,,,,,,,,,,,,,,,,F,musician
Laura Silberstein,,,,,,,,,,,,,,,,,,,,F,musician
Ire'ne lara silva,,,,,,,,,,,,,,,,,,,,F,musician
Noenoe Silva,1954-10-19,"O'ahu, Hawai'i",,,,,,,,,,,,,,,,,,F,musician
Jessica Silver-Greenberg,,,,,,,,,,,,,,,,,,,,F,musician
Anya Krugovoy Silver,,,,,,,,,,,,,,,,,,,,F,musician
Allison Silverman,,,,,,,,,,,,,,,,,,,,F,musician
Jen Silverman,,,,,,,,,,,,,,,,,,,,F,musician
Sarah Silverman,,,,,,,,,,,,,,,,,,,,F,musician
Taije Silverman,,,,,,,,,,,,,,,,,,,,F,musician
Annie Silverstein,,,,,,,,,,,,,,,,,,,,F,musician
Alicia Silverstone,1976-10-04,"San Francisco, California, U.S.",,,Christopher Jarecki​ ​,2005-01-01,2018-01-01,1.0,1.0,1,0.0,,,,,,,,,F,musician
Genevieve Simermeyer,,,,,,,,,,,,,,,,,,,,F,musician
Gina Simmons Schneider,,,,,Jay Schneider,,,1.0,,,,,,,,,,,,F,musician
Kristen Simmons,,,,,,,,,,,,,,,,,,,,F,musician
Ana María Simo,,,,,,,,,,,,,,,,,,,,F,musician
Marge Simon,,,,,,,,,,,,,,,,,,,,F,musician
Rachel Simon,,,,,,,,,,,,,,,,,,,,F,musician
Rudy Simone,,,,,,,,,,,,,,,,,,,,F,musician
Paullina Simons,,,,,,,,,,,,,,,,,,,,F,musician
Louise Simonson,,,,,,,,,,,,,,,,,,,,F,musician
Carole Simpson,,,,,,,,,,,,,,,,,,,,F,musician
Mona Simpson,,,,,,,,,,,,,,,,,,,,F,musician
Ruth Simpson ,,,,,,,,,,,,,,,,,,,,F,musician
Elizabeth Sims,,,,,,,,,,,,,,,,,,,,F,musician
Laura Sims,,,,,,,,,,,,,,,,,,,,F,musician
Christina Sinatra,1948-06-20,"Los Angeles, California, U.S.",,,Wesley Donald Farrell,1974-01-01,1976-01-01,2.0,2.0,,0.0,1939-12-21,"New York, U.S.",1996-02-29,"Coconut Grove, Florida, U.S.",4.0,3.0,3,Joan Arthurs​ ​,F,musician
Jen Sincero,1965-08-07,"Westchester, New York, U.S.",,,,,,,,,,,,,,,,,,F,musician
Carla Sinclair,,,,,,,,,,,,,,,,,,,,F,musician
Linnea Sinclair,,,,,,,,,,,,,,,,,,,,F,musician
Theresa A. Singleton,1952-04-15,,,,,,,,,,,,,,,,,,,F,musician
Amy Siskind,,,,,,,,,,,,,,,,,,,,F,musician
Lisa Williamson,1963-11-28,"The Bronx, New York, U.S.",,,Mike Rich,,,1.0,,1,,,,,,,,,,F,musician
Curtis Sittenfeld,,,,,,,,,,,,,,,,,,,,F,musician
Christine Costner,1927-04-04,"Edgefield, South Carolina, U.S.",2016-07-24,"Ocala, Florida, U.S.",Gene Rogers,,,1.0,,2,,,,,,,,,,F,musician
Susan Sizemore,,,,,,,,,,,,,,,,,,,,F,musician
Emily Skaja,,,,,,,,,,,,,,,,,,,,F,musician
Katie Skelly,1985-02-05,"Bethlehem, Pennsylvania",,,,,,,,,,,,,,,,,,F,musician
Lenore Skenazy,,,,,,,,,,,,,,,,,,,,F,musician
Emily Skidmore,,,,,,,,,,,,,,,,,,,,F,musician
Jennifer Skiff,,,,,,,,,,,,,,,,,,,,F,musician
Michelle Cruz Skinner,,,,,,,,,,,,,,,,,,,,F,musician
Sharon Skinner,,,,,,,,,,,,,,,,,,,,F,musician
Myra Sklarew,,,,,,,,,,,,,,,,,,,,F,musician
Rebecca Skloot,,,,,,,,,,,,,,,,,,,,F,musician
Leora Skolkin-Smith,,,,,,,,,,,,,,,,,,,,F,musician
Emily Skopov,,,,,,,,,,,,,,,,,,,,F,musician
Lizzie Skurnick,,,,,,,,,,,,,,,,,,,,F,musician
Gloria Skurzynski,,,,,,,,,,,,,,,,,,,,F,musician
Michelle Slatalla,,"Elmhurst, Illinois, U.S.",,,Josh Quittner​ ​,1988-01-01,,1.0,0.0,3,0.0,1957-02-12,,,,,,,,F,musician
Jenny Sarah Slate,1982-03-25,"Milton, Massachusetts, U.S.",,,Dean Fleischer Camp​ ​,2012-01-01,2016-01-01,2.0,1.0,1,0.0,,United States,,,1.0,1.0,,Jenny Slate​ ​,F,musician
Carolyn Slaughter,,,,,,,,,,,,,,,,,,,,F,musician
Karin Slaughter,,,,,,,,,,,,,,,,,,,,F,musician
Madeleine Marie Slavick,,,,,,,,,,,,,,,,,,,,F,musician
Julia Slavin,,,,,,,,,,,,,,,,,,,,F,musician
Janice Berek,1921-01-02,"New York City, New York",2016-11-02,"Arlington, Massachusetts[1]",David Slepian,,,1.0,,,,1923-06-30,"Pittsburgh, Pennsylvania",2007-11-29,,,,,,F,musician
Aisha Sabatini Sloan,,,,,,,,,,,,,,,,,,,,F,musician
Holly Goldberg Sloan,,,,,,,,,,,,,,,,,,,,F,musician
Joan Slonczewski,1956-01-01,"Hyde Park, New York, U.S.",,,,,,,,,,,,,,,,,,F,musician
Irina Slutsky,,"Kazakh SSR, Soviet Union",,,,,,,,,,,,,,,,,,F,musician
Bertrice Small,,,,,,,,,,,,,,,,,,,,F,musician
Tionna T. Smalls,,,,,,,,,,,,,,,,,,,,F,musician
Carol Smallwood,,,,,,,,,,,,,,,,,,,,F,musician
Sarah Smarsh,,,,,,,,,,,,,,,,,,,,F,musician
Jane Smiley,1949-09-26,"Los Angeles, California, U.S.",,,,,,,,,,,,,,,,,,F,musician
Abbe Smith,1956-09-22,"Chicago, Illinois",,,,,,,,,,,,,,,,,,F,musician
Alena Smith,,United States,,,,,,,,,,,,,,,,,,F,musician
Amy C. Smith,,,,,,,,,,,,,,,,,,,,F,musician
Amy Erica Smith,1976-07-13,"Eugene, Oregon",,,,,,,,,,,,,,,,,,F,musician
Andrea Smith ,,"San Francisco, California, U.S.",,,,,,,,,,,,,,,,,,F,musician
Anne Rush Mollegen,,"Meridian, Mississippi, U.S.",,,David Fay Smith,,,1.0,,1,,,,,,,,,,F,musician
April Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Barbara Dawson Smith,,,,,,,,,,,,,,,,,,,,F,musician
Cynthia Leitich Smith,,,,,,,,,,,,,,,,,,,,F,musician
Deborah Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Diane Shader Smith,,,,,,,,,,,,,,,,,,,,F,musician
Haywood Smith,,,,,,,,,,,,,,,,,,,,F,musician
Hazel Ruth Boone,1934-05-31,"Caswell County, North Carolina, US",2018-03-18,"Madison, Tennessee, US",Patrick Smith,,,1.0,,Billy SmithTerry Smith,,,,,,,,,,F,musician
Hilda L. Smith,,,,,,,,,,,,,,,,,,,,F,musician
Hope Anita Smith,,,,,,,,,,,,,,,,,,,,F,musician
Jennifer E. Smith,,,,,,,,,,,,,,,,,,,,F,musician
Judy Smith,1958-10-27,"Washington, D.C.",,,Bill Boulware,,,1.0,,,,,,,,1.0,,2,Judy Smith[1],F,musician
Julie Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Karen Rose Smith,,,,,,,,,,,,,,,,,,,,F,musician
Katy Simpson Smith,,,,,,,,,,,,,,,,,,,,F,musician
Kimberly K. Smith,,,,,,,,,,,,,,,,,,,,F,musician
Kirsten Smith ,1970-08-12,"Contra Costa County, California[1]",,,,,,,,,,,,,,,,,,F,musician
Kristine Smith,,,,,,,,,,,,,,,,,,,,F,musician
L. J. Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Lauren Ashley Smith,,"St. Louis, Missouri, U.S.",,,,,,,,,,,,,,,,,,F,musician
Lee Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Lis Smith,,,,,,,,,,,,,,,,,,,,F,musician
Maggie Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Mallory Smith,,,,,,,,,,,,,,,,,,,,F,musician
Margaret Smith ,1956-01-01,Chicago Illinois,,,,,,,,,,,,,,,,,,F,musician
Patricia Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Patti Smith,,,,,,,,,,,,,,,,,,,,F,musician
Sarah Smith ,,,,,,,,,,,,,,,,,,,,F,musician
Sarah Adina Smith,,,,,,,,,,,,,,,,,,,,F,musician
Sherwood Smith,,,,,,,,,,,,,,,,,,,,F,musician
Suzi Q. Smith,,,,,,,,,,,,,,,,,,,,F,musician
Thea E. Smith,,,,,,,,,,,,,,,,,,,,F,musician
Tracy K. Smith,1972-04-16,"Falmouth, Massachusetts, U.S.",,,,,,,,,,,,,,,,,,F,musician
Iris Smyles,,,,,,,,,,,,,,,,,,,,F,musician
Lauraine Snelling,,,,,,,,,,,,,,,,,,,,F,musician
Virginia Driving Hawk Sneve,,,,,,,,,,,,,,,,,,,,F,musician
Kate Snodgrass,,,,,,,,,,,,,,,,,,,,F,musician
Melinda M. Snodgrass,,,,,,,,,,,,,,,,,,,,F,musician
Jess X. Snow,1992-01-01,,,,,,,,,,,,,,,,,,,F,musician
Emily C. A. Snyder,1977-09-10,"Northampton, Massachusetts, U.S.",,,,,,,,,,,,,,,,,,F,musician
Laurel Snyder,1974-01-01,"Baltimore, Maryland, U.S.",,,,,,,,Children's author,,,,,,,,,,F,musician
Lucy A. Snyder,,,,,,,,,,,,,,,,,,,,F,musician
Maria V. Snyder,1973-04-15,"Philadelphia, Pennsylvania, U.S.",,,,,,,,2,,,,,,,,,,F,musician
Midori Snyder,,,,,,,,,,,,,,,,,,,,F,musician
Rachel Louise Snyder,,,,,,,,,,,,,,,,,,,,F,musician
Zilpha Keatley Snyder,,,,,,,,,,,,,,,,,,,,F,musician
Nancy Lynn Snyderman,1952-03-26,"St. Louis, Missouri, U.S.",,,Doug Myers,,,1.0,,3,,,,,,,,,,F,musician
Dava Sobel,1947-06-15,"The Bronx, New York City",,,,,,,,,,,,,,,,,,F,musician
Erin Soderberg,,,,,,,,,,,,,,,,,,,,F,musician
Stephanie Soechtig,,New York,,,,,,,,,,,,,,,,,,F,musician
Dalia Sofer,,,,,,,,,,,,,,,,,,,,F,musician
Amy Sohn,,,,,,,,,,,,,,,,,,,,F,musician
Sonja Denise Williams,1964-05-09,"Fort Benning, Georgia, U.S.",,,Adam Plack​ ​,2003-01-01,2011-01-01,1.0,1.0,2,0.0,,,,,,,,,F,musician
Alexandra Sokoloff,,,,,,,,,,,,,,,,,,,,F,musician
Katya Soldak,1977-01-01,"Kharkiv, Soviet Union (now Ukraine)",,,,,,,,,,,,,,,,,,F,musician
Pia de Solenni,,,,,,,,,,,,,,,,,,,,F,musician
Tatjana Soli,,,,,,,,,,,,,,,,,,,,F,musician
Rickie Solinger,,,,,,,,,,,,,,,,,,,,F,musician
Rebecca Solnit,,,,,,,,,,,,,,,,,,,,F,musician
Anna Solomon,,,,,,,,,,,,,,,,,,,,F,musician
Asali Solomon,,,,,,,,,,,,,,,,,,,,F,musician
Barbara Probst Solomon,1923-12-03,"New York City, U.S.",2019-09-01,,,,,,,,,,,,,,,,,F,musician
Jennifer Solow,,,,,,,,,,,,,,,,,,,,F,musician
Suzanne Marie Mahoney,1946-10-16,"San Bruno, California, U.S.",,,Bruce Somers​ ​,1965-01-01,1968-01-01,2.0,1.0,1,0.0,,,,,,,,,F,musician
Sonya Sones,,,,,,,,,,,,,,,,,,,,F,musician
Lisa Song,,,,,,,,,,,,,,,,,,,,F,musician
Felicia Sonmez,,,,,,,,,,,,,,,,,,,,F,musician
Susan Lee Rosenblatt,1933-01-16,"New York City, U.S.",2004-12-28,"New York City, U.S.",Philip Rieff​ ​,1950-01-01,1959-01-01,1.0,1.0,David Rieff,0.0,,,,,,,,,F,musician
Christina Soontornvat,,,,,,,,,,,,,,,,,,,,F,musician
Angela Sorby,,,,,,,,,,,,,,,,,,,,F,musician
Traci Sorell,,,,,,,,,,,,,,,,,,,,F,musician
Lisa Olabisi Abosede Soremekun,,"Hamilton, Canada",,,,,,,,,,,,,,,,,,F,musician
Jessica Sorensen,,,,,,,,,,,,,,,,,,,,F,musician
Mia Sosa,,,,,,,,,,,,,,,,,,,,F,musician
Maris Soule,,,,,,,,,,,,,,,,,,,,F,musician
Susan Southard,,,,,,,,,,,,,,,,,,,,F,musician
Teresa Southwick,,,,,,,,,,,,,,,,,,,,F,musician
Lisa Russ Spaar,,,,,,,,,,,,,,,,,,,,F,musician
Juliana Spahr,,,,,,,,,,,,,,,,,,,,F,musician
Sahara Sunday Spain,,,,,,,,,,,,,,,,,,,,F,musician
Kerrelyn Sparks,,,,,,,,,,,,,,,,,,,,F,musician
Katherine Sparrow,,,,,,,,,,,,,,,,,,,,F,musician
Carol Roh Spaulding,,,,,,,,,,,,,,,,,,,,F,musician
Terry Spear,,,,,,,,,,,,,,,,,,,,F,musician
Loren Spears,,,,,,,,,,,,,,,,,,,,F,musician
Lynne Irene Bridges,1955-01-01,"Magnolia, Mississippi, U.S.",,,James Parnell Spears,1976-01-01,2002-01-01,1.0,1.0,Bryan SpearsBritney SpearsJamie Lynn Spears,0.0,1952-06-06,"Kentwood, Louisiana, U.S.",,,2.0,2.0,"
Bryan Spears
Britney Spears
Jamie Lynn Spears
",Debbie Sanders Cross​ ​,F,musician
Caroline Skelley,,,,,Warren Spector ​,1987-01-01,,1.0,0.0,,0.0,1955-10-02,,,,1.0,0.0,,Caroline L. Spector ​,F,musician
Flora Speer,,,,,,,,,,,,,,,,,,,,F,musician
Mira J. Spektor,,,,,,,,,,,,,,,,,,,,F,musician
Carole Gene Marer,1945-09-20,"Beverly Hills, California, U.S.",,,Howard Frederick Leveson​ ​,1963-01-01,1964-01-01,2.0,1.0,Tori SpellingRandy Spelling,1.0,,,,,,,,,F,musician
Victoria Davey Spelling,1973-05-16,"Los Angeles, California, U.S.",,,Charlie Shanian​ ​,2004-01-01,2006-01-01,2.0,1.0,"5 (Liam, Stella, Hattie, Finn, and Beau)",0.0,,,,,,,,,F,musician
Shelley Bob Graham[1],1936-03-01,"Houston, Texas, U.S.",,,John Welsh ​,2000-01-01,,1.0,0.0,,0.0,,,,,,,,,F,musician
Julia Spencer-Fleming,1961-06-26,"Plattsburgh, New York, U.S.",,,,,,,,,,,,,,,,,,F,musician
Elizabeth Spencer ,,,,,,,,,,,,,,,,,,,,F,musician
Kate Spencer ,,,,,,,,,,,,,,,,,,,,F,musician
Lara Christine Von Seelen,1969-06-19,"Garden City, New York, U.S.",,,David Haffenreffer​ ​,2000-01-01,2015-01-01,2.0,1.0,2,0.0,,,,,,,,,F,musician
Suzy Spencer,,"Lufkin, Texas, U.S.",,,,,,,,,,,,,,,,,,F,musician
Wen Spencer,,,,,,,,,,,,,,,,,,,,F,musician
Amy Rose Spiegel,,,,,,,,,,,,,,,,,,,,F,musician
Nadja Spiegelman,,,,,,,,,,,,,,,,,,,,F,musician
Lori Nelson Spielman,,,,,,,,,,,,,,,,,,,,F,musician
Elizabeth Spiers,,,,,,,,,,,,,,,,,,,,F,musician
Erica Spindler,1957-01-01,,,,,,,,,,,,,,,,,,,F,musician
Dana Spiotta,1966-01-01,"New Jersey, US",,,,,,,,,,,,,,,,,,F,musician
Emily Spivey,1971-09-29,"Statesville, North Carolina, U.S.",,,Scott Philbrook,,,1.0,,1,,,,,,,,,,F,musician
Andrea Spofford,,,,,,,,,,,,,,,,,,,,F,musician
Jill Sprecher,,United States,,,,,,,,,,,,,,,,,,F,musician
Lorrie Sprecher,,,,,,,,,,,,,,,,,,,,F,musician
Bianca Spriggs,1981-01-01,"Milwaukee, Wisconsin, U.S.",,,,,,,,,,,,,,,,,,F,musician
Anna Joy Springer,,,,,,,,,,,,,,,,,,,,F,musician
Jane Springer,,,,,,,,,,,,,,,,,,,,F,musician
Nancy Springer,,,,,,,,,,,,,,,,,,,,F,musician
Amia Srinivasan,1984-12-20,Bahrain,,,,,,,,,,,,,,,,,,F,musician
Ssipsis,,,,,,,,,,,,,,,,,,,,F,musician
Doreen St. Félix,,,,,,,,,,,,,,,,,,,,F,musician
Sheryl St. Germain,1954-01-01,"New Orleans, Louisiana",,,,,,,,,,,,,,,,,,F,musician
Rebecca St. James,,,,,,,,,,,,,,,,,,,,F,musician
Cheryl St. John,,,,,,,,,,,,,,,,,,,,F,musician
Tina St. John,,,,,,,,,,,,,,,,,,,,F,musician
Dana Stabenow,,,,,,,,,,,,,,,,,,,,F,musician
Mandy Stadtmiller,1975-10-24,"San Diego, California, U.S.",,,Pat Dixon​ ​,2015-01-01,2021-01-01,1.0,1.0,,0.0,1970-01-01,,,,1.0,1.0,,Mandy Stadtmiller​ ​,F,musician
Norma Stafford,,,,,,,,,,,,,,,,,,,,F,musician
Zoje Stage,,,,,,,,,,,,,,,,,,,,F,musician
Natasha Stagg,,,,,,,,,,,,,,,,,,,,F,musician
Judy Stakee,,,,,,,,,,,,,,,,,,,,F,musician
A. E. Stallings,,,,,,,,,,,,,,,,,,,,F,musician
Katherine E. Standefer,1985-01-01,"Arlington Heights, Illinois",,,,,,,,,,,,,,,,,,F,musician
Jill Stanek,1956-01-01,,,,,,,,,,,,,,,,,,,F,musician
Amy Stanley,,,,,,,,,,,,,,,,,,,,F,musician
Amy Dru Stanley,,,,,Craig Becker,,,1.0,,2,,1956-11-14,,,,1.0,,2,Amy Dru Stanley,F,musician
Jessamyn Stanley,1987-06-27,,,,,,,,,,,,,,,,,,,F,musician
Kelli Stanley,,,,,,,,,,,,,,,,,,,,F,musician
Nicole Stansbury,,,,,,,,,,,,,,,,,,,,F,musician
Anita Stansfield,,,,,,,,,,,,,,,,,,,,F,musician
Mary Stanton,,,,,,,,,,,,,,,,,,,,F,musician
Heidi Lynn Staples,,,,,,,,,,,,,,,,,,,,F,musician
Claire Stapleton,,,,,,,,,,,,,,,,,,,,F,musician
Mercury Stardust,1987-12-08,"Madison, Wisconsin",,,,,,,,,,,,,,,,,,F,musician
Cynthia A. Stark,,,,,,,,,,,,,,,,,,,,F,musician
Sofia Starnes,,,,,,,,,,,,,,,,,,,,F,musician
Nicole Starosielski,,,,,,,,,,,,,,,,,,,,F,musician
K. A. Statz,,,,,,,,,,,,,,,,,,,,F,musician
Wendy Corsi Staub,,,,,,,,,,,,,,,,,,,,F,musician
Rebecca Stead,,,,,,,,,,,,,,,,,,,,F,musician
Jan Steckel,,,,,,,,,,,,,,,,,,,,F,musician
Danielle Steel,,,,,,,,,,,,,,,,,,,,F,musician
Emily Steel,,,,,,,,,,,,,,,,,,,,F,musician
Cassie Premo Steele,,,,,,,,,,,,,,,,,,,,F,musician
Sydnee Steele,1968-09-23,"Dallas, Texas, U.S.",,,Michael Bryan[1],1992-01-01,2001-01-01,1.0,1.0,,0.0,1964-01-01,"Dallas, Texas",,,1.0,1.0,,Sydnee Steele​ ​,F,musician
Valerie Steele,,,,,,,,,,,,,,,,,,,,F,musician
Molly Wright Steenson,,,,,,,,,,,,,,,,,,,,F,musician
Karrine Steffans,,,,,,,,,,,,,,,,,,,,F,musician
Jennifer Steil,,,,,,,,,,,,,,,,,,,,F,musician
Abby Stein,1991-10-01,"New York City, U.S.",,,Fraidy Horowitz​ ​,2010-01-01,2013-01-01,1.0,1.0,1,0.0,,,,,,,,,F,musician
Jeanne C. Stein,,,,,,,,,,,,,,,,,,,,F,musician
Jill Stein,,,,,,,,,,,,,,,,,,,,F,musician
Melissa Stein,,,,,,,,,,,,,,,,,,,,F,musician
Leila Steinberg,1961-12-18,"Los Angeles, California",,,,,,,,,,,,,,,,,,F,musician
Susan Steinberg ,,,,,,,,,,,,,,,,,,,,F,musician
Gloria Marie Steinem[1],1934-03-25,"Toledo, Ohio, U.S.",,,David Charles Howard Bale,2000-01-01,,1.0,0.0,,1.0,1941-09-02,"Witbank, Transvaal, South Africa",2003-12-30,"Santa Monica, California, U.S.",2.0,1.0,"4, including Christian Bale",Sandra Kreunen,F,musician
Anne C. Steinemann,,,,,,,,,,,,,,,,,,,,F,musician
Gita Steiner-Khamsi,1956-02-10,,,,,,,,,,,,,,,,,,,F,musician
Sandra Steingraber,,,,,,,,,,,,,,,,,,,,F,musician
Darcey Steinke,1962-04-25,"Oneida, New York, U.S.",,,Michael HornburgMichael Hudson ​,2009-01-01,,1.0,0.0,,0.0,,,,,,,,,F,musician
Rene Steinke,,,,,,,,,,,,,,,,,,,,F,musician
Kit Steinkellner,,,,,,,,,,,,,,,,,,,,F,musician
Anne Elisabeth Stengl,,,,,,,,,,,,,,,,,,,,F,musician
Maria Stephan,,,,,,,,,,,,,,,,,,,,F,musician
Janet Stephens,,,,,,,,,,,,,,,,,,,,F,musician
Rosie Stephenson-Goodknight,1953-12-05,"Gary, Indiana, U.S.",,,,,,,,2,,,,,,,,,,F,musician
Dorothy Dannenberg,1913-11-23,New York City,2008-12-01,"Wellfleet, Massachusetts",Philip Sterling,,,1.0,,"Anne Fausto-Sterling, Peter Sterling",,,,,,,,,,F,musician
Amanda Stern,,,,,,,,,,,,,,,,,,,,F,musician
Louise Stern,,,,,,,,,,,,,,,,,,,,F,musician
Charlene Elizabeth Brinkman,1954-09-20,"San Diego, California, U.S.",,,Dave Stevens​ ​,1980-01-01,1981-01-01,1.0,1.0,,0.0,,,,,,,,,F,musician
Dana Stevens ,1966-06-30,,,,,,,,,,,,,,,,,,,F,musician
Dana Stevens ,1963-10-16,"Whittier, California",,,Michael David Apted,,,1.0,,,,1941-02-10,"Aylesbury, Buckinghamshire, England",2021-01-07,"Los Angeles, California, U.S.",3.0,2.0,"4, including Paul Apted",Jo Apted ​,F,musician
Taylor Stevens,,,,,,,,,,,,,,,,,,,,F,musician
Jennifer Stevenson,,,,,,,,,,,,,,,,,,,,F,musician
Margo Taft Stever,,,,,,,,,,,,,,,,,,,,F,musician
Caroline Stevermer,,,,,,,,,,,,,,,,,,,,F,musician
Amy Stewart ,,,,,,,,,,,,,,,,,,,,F,musician
Mariah Stewart,,,,,,,,,,,,,,,,,,,,F,musician
Martha Helen Kostyra,1941-08-03,"Jersey City, New Jersey, U.S.",,,Andrew Stewart​ ​,1961-01-01,1990-01-01,1.0,1.0,Alexis Stewart,0.0,,,,,,,,,F,musician
Melissa Stewart,,,,,,,,,,,,,,,,,,,,F,musician
Maggie Stiefvater,,,,,,,,,,,,,,,,,,,,F,musician
Judith Stiehm,1935-10-09,"Madison, Wisconsin, US",,,,,,,,,,,,,,,,,,F,musician
Jean Marie Stine,,,,,,,,,,,,,,,,,,,,F,musician
Susan Stinson,,,,,,,,,,,,,,,,,,,,F,musician
Shannon Stirone,,,,,,,,,,,,,,,,,,,,F,musician
Kathryn Stockett,,,,,,,,,,,,,,,,,,,,F,musician
Farah Nisa Stockman,1974-05-21,"East Lansing, Michigan, U.S.[1]",,,,,,,,,,,,,,,,,,F,musician
Margaret Stohl,,,,,,,,,,,,,,,,,,,,F,musician
Maura Stokes,,,,,,,,,,,,,,,,,,,,F,musician
Laurie Faria Stolarz,,,,,,,,,,,,,,,,,,,,F,musician
Kimberly Lynn Stolz,1983-06-08,"New York City, U.S.",,,,,,,,,,,,,,,,,,F,musician
Alison Stone ,,,,,,,,,,,,,,,,,,,,F,musician
Katherine Stone,,,,,,,,,,,,,,,,,,,,F,musician
Laurie Stone,,,,,,,,,,,,,,,,,,,,F,musician
Nic Stone,,,,,,,,,,,,,,,,,,,,F,musician
Zara Stone,,,,,,,,,,,,,,,,,,,,F,musician
Tammy Stoner,,,,,,,,,,,,,,,,,,,,F,musician
Margaret Alison Stones,,,,,,,,,,,,,,,,,,,,F,musician
Lisa Gluskin Stonestreet,,,,,,,,,,,,,,,,,,,,F,musician
Jennifer Storm,,,,,,,,,,,,,,,,,,,,F,musician
Martha Stout,,,,,,,,,,,,,,,,,,,,F,musician
Laren Stover,,,,,,,,,,,,,,,,,,,,F,musician
Stoya,,"Wilmington, North Carolina, U.S.[1]",,,,,,,,,,,,,,,,,,F,musician
Susan Straight,1960-10-19,"Riverside, California, U.S.",,,,,,,,,,,,,,,,,,F,musician
Ginger Strand,,,,,,,,,,,,,,,,,,,,F,musician
Veronica Strang,,,,,,,,,,,,,,,,,,,,F,musician
Kimberley Ann Strassel,1972-07-24,"Buxton, Oregon, U.S.",,,,,,,,,,,,,,,,,,F,musician
Emma Straub,,,,,,,,,,,,,,,,,,,,F,musician
Barbara Strauch,,,,,,,,,,,,,,,,,,,,F,musician
Gwen Strauss,1963-01-01,Haiti,,,,,,,,,,,,,,,,,,F,musician
Victoria Strauss,,,,,,,,,,,,,,,,,,,,F,musician
Cheryl Strayed,,,,,,,,,,,,,,,,,,,,F,musician
Barbara Joan Streisand,1942-04-24,"New York City, U.S.",,,Elliott Goldstein,1963-01-01,1971-01-01,2.0,1.0,Jason Gould,0.0,1938-08-29,"Bensonhurst, Brooklyn, New York, U.S.",,,3.0,3.0,"3, including Jason",Barbra Streisand​ ​,F,musician
Anne Strieber,,,,,,,,,,,,,,,,,,,,F,musician
Vickie Stringer,,,,,,,,,,,,,,,,,,,,F,musician
Rashida Strober,,,,,,,,,,,,,,,,,,,,F,musician
Sarah Strohmeyer,,,,,,,,,,,,,,,,,,,,F,musician
